,msg_sender,sender_text,quoted_sender,quoted_text,msg_datetime,read_more_btn
76,Hosna Ara,"Close Notification:
2 2G, 2 3G & 2 4G Sites in Dhaka Metro are up
Severity: C3
FT: 12:59_25/01
RT: 13:45_25/01
DUR: 00:46
POP: DHSBB47
Cause: Outage occurred due to CR_ 582846 activity
CR Slogan: DSS 2OMhz Project  at Dhaka
Action: CR team finished their activity  
Remarks: Downtime exceeded & impact list mismatched 
Area: Sabujbagh Thana
Unit: R & I
TT: INC000017943354",Hosna Ara,"Update Notification:
2 2G, 2 3G & 2 4G Sites in Dhaka Metro are still down
Severity: C3
FT: 12:59_25/01
ERT: Yet to share
POP: DHSBB47
Cause: Outage occurred due to CR_ 582846 activity
CR Slogan: DSS 2OMhz Project  at Dhaka
Action: CR team is still working 
Remarks: Downtime exceeded & impact list mismatched 
Area: Sabujbagh Thana
Unit: R & I
TT: INC000017943354",2023-01-25 13:48,
77,Hosna Ara,"Close Notification:
3 2G & 3 4G Sites in Rajshahi are up
Severity: C3
FT: 13:14_25/01
RT: 13:53_25/01
DUR: 00:39
POP: NTSDR05
Cause: Power issue at POP 
Action: e.co team resolved the issue
Area: Bagatipara & Natore Sadar
Unit: e.co
TT: INC000017943287",Hosna Ara,"Incident Notification:
3 2G & 3 4G Sites in Rajshahi are down 
Severity: C3
FT: 13:14_25/01
ERT: 1 hr
POP: NTSDR05
Cause: Power issue at POP 
Area: Bagatipara & Natore Sadar
Unit: e.co
TT: INC000017943287",2023-01-25 14:01,
78,Hosna Ara,"Update of Site Down at 14:00 On 25-01-2023

Region: 2G/3G/4G
National: 17/16/28

DHK_M: 1/1/2
DHK_N: 2/2/7
DHK_S: 0/1/1
DHK_O: 1/1/0
CTG_M: 0/0/0
CTG_N: 1/1/2
CTG_S: 1/2/1
COM: 2/1/2
NOA: 3/3/3
SYL: 2/0/3
MYM: 1/1/2
BAR: 2/2/3
KHL: 0/0/0
KUS: 0/1/1
RAJ: 0/0/0
RANG: 1/0/1",,,2023-01-25 14:06,
79,Yousuf Vai,"25-Jan'23@13:00
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-25 14:15,
80,hasan yeaseen,"The Duty Handover to Evening shift at 14:45 on 25-Jan-2023:

SM: Gowrongo Da
CNM: Estiuk Vai
TX_M: Shabbir vai
TX_FLS: Tanvir Vai
RAN_M: Mahfuz Vai
RAN_FLS: 
Atiq bhai- CC task
Baytul bhai-quality
Saif -Mail
Sibbir bro- Phone, FTT, Query+ M query

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent…",,,2023-01-25 14:59,Read more
81,Txmonitoring,Fiber incident update at 15:00_25/01,,,2023-01-25 15:05,
82,Hosna Ara,"Update of Site Down at 15:00 On 25-01-2023

Region: 2G/3G/4G
National: 31/20/45

DHK_M: 1/1/2
DHK_N: 3/2/9
DHK_S: 0/2/2
DHK_O: 2/3/3
CTG_M: 1/1/1
CTG_N: 4/1/4
CTG_S: 2/2/2
COM: 3/0/0
NOA: 4/2/4
SYL: 4/0/4
MYM: 2/2/8
BAR: 3/2/3
KHL: 0/0/0
KUS: 1/2/2
RAJ: 0/0/0
RANG: 1/0/1",,,2023-01-25 15:06,
83,Gowranggo Risi,@Hosna Ara  Apu MYM & DHK_N 4G count high. Any incident or false alarm?,Hosna Ara,"Update of Site Down at 15:00 On 25-01-2023

Region: 2G/3G/4G
National: 31/20/45

DHK_M: 1/1/2
DHK_N: 3/2/9
DHK_S: 0/2/2
DHK_O: 2/3/3
CTG_M: 1/1/1
CTG_N: 4/1/4
CTG_S: 2/2/2
COM: 3/0/0
NOA: 4/2/4
SYL: 4/0/4
MYM: 2/2/8
BAR: 3/2/3
KHL: 0/0/0
KUS: 1/2/2
RAJ: 0/0/0
RANG: 1/0/1",2023-01-25 15:10,
84,Hosna Ara,checking vaia,Gowranggo Risi,@Hosna Ara  Apu MYM & DHK_N 4G count high. Any incident or false alarm?,2023-01-25 15:14,
85,Eshtiuk Hossain,"Network Update
15:00_25/01/2023

PDP SR found 100% in all UGWs except Pubail vUGW06 (SR 98%)

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report 

No core critical alarms found at PSA Report but found some critical alarms of radio_n group 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (11:55_25/01/23)",,,2023-01-25 15:18,
86,Hosna Ara,"Incident Notification:
3 2G, 2 3G & 2 4G Sites in Dhaka South are down
Severity: C3
FT: 15:12_25/01
ERT: 1 hr
POP: DHJTB20
Cause: Power issue at POP
Area: Jatrabari Thana
Unit: e.co
TT: INC000017943912",,,2023-01-25 15:32,
87,Hosna Ara,DHK_N all down & MYM some 4G sites was down for 3 min,Gowranggo Risi,@Hosna Ara  Apu MYM & DHK_N 4G count high. Any incident or false alarm?,2023-01-25 15:38,
88,Hosna Ara,"Update of Site Down at 11:00 On 25-01-2023

Region: 2G/3G/4G
National: 17/9/20

DHK_M: 0/0/0
DHK_N: 0/0/5
DHK_S: 1/1/2
DHK_O: 2/3/2
CTG_M: 0/0/0
CTG_N: 1/0/2
CTG_S: 3/1/2
COM: 3/0/0
NOA: 3/2/3
SYL: 2/0/2
MYM: 1/1/1
BAR: 0/0/0
KHL: 1/1/1
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-25 11:06,
89,Hosna Ara,"Incident Notification:
6 2G & 5 4G Sites in Sylhet are down 
Severity: C3
FT: 11:06_25/01
ERT: 1 hr
POP: SYDKS25
Cause: Battery stolen issue at POP
Area: Dakshin Surma, Golapganj & Sylhet Sadar
Unit: ULKA
TT: INC000017942571",,,2023-01-25 11:20,
90,Hosna Ara,"Close Notification:
6 2G & 5 4G Sites in Sylhet are up
Severity: C3
FT: 11:06_25/01
RT: 11:20_25/01
DUR: 00:14
POP: SYDKS25
Cause: Battery stolen issue at POP
Action: ULKA team resolved by running PG
Area: Dakshin Surma, Golapganj & Sylhet Sadar
Unit: ULKA
TT: INC000017942571",Hosna Ara,"Incident Notification:
6 2G & 5 4G Sites in Sylhet are down 
Severity: C3
FT: 11:06_25/01
ERT: 1 hr
POP: SYDKS25
Cause: Battery stolen issue at POP
Area: Dakshin Surma, Golapganj & Sylhet Sadar
Unit: ULKA
TT: INC000017942571",2023-01-25 11:24,
91,Yousuf Vai,"25-Jan'23@10:30
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-25 11:33,
92,Txmonitoring,Fiber incident update at 12:00_25/01,,,2023-01-25 12:02,
93,Hosna Ara,"Update of Site Down at 12:00 On 25-01-2023

Region: 2G/3G/4G
National: 23/18/25

DHK_M: 1/1/1
DHK_N: 0/0/4
DHK_S: 1/1/1
DHK_O: 2/4/3
CTG_M: 1/1/1
CTG_N: 1/0/1
CTG_S: 2/1/0
COM: 3/0/1
NOA: 5/4/5
SYL: 1/0/1
MYM: 3/3/3
BAR: 0/1/1
KHL: 1/1/1
KUS: 1/1/1
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-25 12:08,
94,tawhid vai,"Pending Incidents at 12:00_25/01/2023

Fiber Network:

1. BSGND06(Mahilara)  to MDSDR06(Somoddarbazar,Madaripur) BTCL DWDM fiber is up but still high loss persists
Impact: No outage 
Severity: C-3 
FT: 14:38_24/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. NGSNG01(Kanchpur) to DHSTR42(Salauddin)  DWDM to Router Robi fiber is down
Impact: No outage
Severity: C-3
FT: 02:21_25/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: Hamida(Robi Own)

3. CGSKD68(CT3445) to CGDMGA6(CRCTMGW1) Robi DWDM,OSN fibers are down
Impact: No outage (Uday to Boddarhat 2*100G down)
Severity: C-3
FT: 11:03_25/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: Hamida(Robi Own)

Others:

1. Remedy response is still slow
Impact: CR SLA is impacting badly. Also Fault & Quality TT handling …",,,2023-01-25 12:12,Read more
95,Shibbir RNM,Please update,Alauddin Vai,"25/01/23_Morning Shift

As discussed with @Jahid Vaia vi


Please do home office as access issue not solved yet.


Please perform physical office at RCO SOC.




Thanks",2023-01-25 12:23,
96,Alauddin Vai,"25/01/23_Evening Shift

As access renew approval still pending:

All OSE Mates
Please perform home office

All FTE Shift duty Mates
Please perform physical office at RCO SOC.",Alauddin Vai,"25/01/23_Morning Shift

As discussed with @Jahid Vaia vi


Please do home office as access issue not solved yet.


Please perform physical office at RCO SOC.




Thanks",2023-01-25 12:32,
97,Alauddin Vai,"S-Card Approval ongoing by Admin (Security) concern

If you get the OTP, then you can move for office

Thanks",Alauddin Vai,"25/01/23_Evening Shift

As access renew approval still pending:


Please perform home office


Please perform physical office at RCO SOC.",2023-01-25 13:03,
98,Hosna Ara,"Update of Site Down at 13:00 On 25-01-2023

Region: 2G/3G/4G
National: 30/20/35

DHK_M: 3/3/5
DHK_N: 5/3/9
DHK_S: 1/1/1
DHK_O: 2/4/3
CTG_M: 0/0/0
CTG_N: 1/0/2
CTG_S: 3/1/0
COM: 2/0/0
NOA: 3/2/2
SYL: 2/0/2
MYM: 4/3/5
BAR: 2/2/3
KHL: 0/0/0
KUS: 0/1/1
RAJ: 1/0/1
RANG: 1/0/1",,,2023-01-25 13:11,
99,Alauddin Vai,S-Card which send for activation,Alauddin Vai,"S-Card Approval ongoing by Admin (Security) concern

If you get the OTP, then you can move for office

Thanks",2023-01-25 13:26,
100,Hosna Ara,"Incident Notification:
3 2G & 3 4G Sites in Rajshahi are down 
Severity: C3
FT: 13:14_25/01
ERT: 1 hr
POP: NTSDR05
Cause: Power issue at POP 
Area: Bagatipara & Natore Sadar
Unit: e.co
TT: INC000017943287",,,2023-01-25 13:31,
101,Md. Hasib Ur Rahman,"Update of Site Down at 21:00 On 24-01-2023

Region: 2G/3G/4G
National: 17/10/18

DHK_M: 0/1/0
DHK_N: 1/3/6
DHK_S: 0/0/0
DHK_O: 0/0/0
CTG_M: 0/0/0
CTG_N: 4/0/3
CTG_S: 1/1/0
COM: 2/1/1
NOA: 2/2/2
SYL: 0/0/0
MYM: 5/2/4
BAR: 1/0/1
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 1/0/1",,,2023-01-24 21:04,
102,Alauddin Vai,"25/01/23_Morning Shift

As discussed with @Jahid Vaia vi

All OSE Mates
Please do home office as access issue not solved yet.

All FTE Shift duty Mates
Please perform physical office at RCO SOC.


Tomorrow evening shift duty will update before 12:00

Thanks",Alauddin Vai,"Evening Shift

Dear OSE mates,
Please perform evening shift home office as discussed with  vi.

For FTE evening shift person, please perform physical office at SOC.
Thanks",2023-01-24 21:15,
103,Shibbir Tx,"Incident Notification:
High fiber loss at JSSDR59(JS5089) to JSABH20(JS5093) Robi IRU DWDM fiber
Impact: No outage(Pubaile to Khulna 2*100G down)
Severity: High loss
FT: 21:00_24/01
ERT: 06 hrs
Cause: Suspecting fiber high loss
Unit: Hamida(Robi  IRU)
Tracking ID: RDTXM2301242100

Current RSL:
JSSDR59: -13.5db
JSABH20: -27.5db
Threshold:-7.5 dBm",,,2023-01-24 21:19,
104,Md. Hasib Ur Rahman,"Incident Notification:
9 2G, 3 3G & 8 4G Sites in Sylhet are down
Severity: C3
FT: 21:12_24/01
ERT: 4 hrs
POP: BMSDR21
Cause: Service port down at POP
Area: Bijoynagar
Unit: e.co
TT: INC000017940688",,,2023-01-24 21:23,
105,Alauddin Vai,SM Handover to @__omi__ Vi.,hasan yeaseen,"The Duty Handover to evening shift at 14:40 on 24-Jan-2023:

SM: Alauddin Vai
CNM: GOwrongo da
TX_M: Shabbir Vai
TX_FLS: Masud Vai
RAN_M: Hasib Vai
RAN_FLS: Arif, Sifath, Saif, Shibbir Vai

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. NGRPGA6 (DITF COW) VIP site. RAN_FLS please check th",2023-01-24 21:32,
106,Arif RANFLS,"24-Jan'23@20:30
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-24 21:35,
107,Gowranggo Risi,"Network Update
21:00_24/01/2023

PDP SR found 100% in all UGWs 

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report except  Pubile Mango for Facebook and  Alekharchar-Level3 for Facebook and youtube

No critical alarms found at PSA Report 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (20:30_24/01/23)",,,2023-01-24 21:36,
108,Md. Hasib Ur Rahman,"Update of Site Down at 22:00 On 24-01-2023

Region: 2G/3G/4G
National: 16/6/18

DHK_M: 0/1/0
DHK_N: 0/1/4
DHK_S: 0/0/0
DHK_O: 0/0/0
CTG_M: 0/0/0
CTG_N: 4/0/3
CTG_S: 2/0/1
COM: 2/1/4
NOA: 1/0/0
SYL: 1/0/1
MYM: 4/3/3
BAR: 1/0/1
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 1/0/1",,,2023-01-24 22:08,
109,Barsha,"Planned Work
25 Jan,2023

Total: 226
Approved: 215
Critical: 05
Unit:   App/Crt/Otg/Notg

Total:  215/05/103/112
Tops:   09/05/06/03
Imple:  182/00/81/101
NTTN:   07/00/04/03
e.co:   13/00/09/04
IT:     02/00/01/01

PW1: Carrier Aggregation,Strategic Feature,Param Incon @ 25/01/2023,00:00AM to 25/01/2023,07:00AM
CR# 582556
ST: 2023/01/25 00:00:00
RT: 2023/01/25 07:00:00
Impact: 2G 3G 4G will be down one by one for 10 Mins/Site. Total Site: 876
Serving Region: COM (CCD), SYL (NCCD)
Unit: Design & Optimization(NCCD)

PW2: Robi CloudCG Patch Update Operation from SPC501 to SPC502 in Akhter site, vCG06
CR# 582795
ST: 2023/01/25 00:00:00
RT: 2023/01/25 11:30:00
Impact: No service impact. CDR will not be pulled for 10 minutes during operation. After Successful com…",,,2023-01-24 22:16,Read more
110,Md. Hasib Ur Rahman,"Incident Notification:
5 2G, 4 3G & 9 4G Sites in Dhaka South are down
Severity: C3
FT: 22:11_24/01
ERT: 4 hrs
POP: NGSNG56
Cause: Suspecting high temperature issue at POP
Area: Sonargaon
Unit: ULKA
TT: INC000017940975",,,2023-01-24 22:23,
111,__omi__,"The Duty Handover to Night shift at 22:15 on 24-Jan-2023:

SM: Omi Vi
CNM: Amit Da
TX_M: Sajal Bro
TX_FLS: Rahabarul Bro
RAN_M: Sabuj Bro
RAN_FLS: Rokib Bro

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. NGRPGA6 (DITF COW) VIP site. RAN_FLS please check this site regularly 03 Hrs. interv…",,,2023-01-24 22:31,Read more
112,Sobuj RNM,"Update of Site Down at 23:15 On 24-01-2023

Region: 2G/3G/4G
National: 27/16/36

DHK_M: 0/0/0
DHK_N: 0/3/5
DHK_S: 3/3/8
DHK_O: 0/0/0
CTG_M: 0/0/0
CTG_N: 3/0/3
CTG_S: 2/1/2
COM: 1/0/0
NOA: 0/0/1
SYL: 9/3/9
MYM: 7/6/6
BAR: 1/0/1
KHL: 0/0/0
KUS: 0/0/0
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-24 23:18,
113,Sobuj RNM,"Update of Site Down at 00:00 On 25-01-2023

Region: 2G/3G/4G
National: 22/12/26

DHK_M: 0/0/0
DHK_N: 1/3/5
DHK_S: 0/0/0
DHK_O: 0/0/1
CTG_M: 0/0/0
CTG_N: 3/0/3
CTG_S: 0/0/1
COM: 1/0/0
NOA: 1/1/2
SYL: 0/0/0
MYM: 15/8/13
BAR: 1/0/1
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-25 00:05,
114,Shifat,"Dear vaia, Please have the findings:

DHSVRQ2 : Restored at 01/24/2023, 19:20:19
DHSVR98 : Restored at 01/24/2023, 19:19:41
DHSVRJ1 : Restored at 01/24/2023, 12:07:55
GPSDRD1 : Restored at 01/24/2023, 13:35:17",Alauddin Vai,"VIP sites update at 20:00 on 24-01-2023

2G:3
DHSVRQ2(Edotco): 19:25 24-01-23,Rose Dress
DHSVR98(Edotco): 19:15 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:34 24-01-23,YKK

3G:4
DHSVRQ2(Edotco): 19:21 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
GPSDRD1(Edotco): 13:42 24-01-23,IRIS FABRICS LTD
DHSVRJ1(AT): 12:03 24-01-23,YKK

4G:3
DHSVRQ2(Edotco): 19:14 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:03 24-01-23,YKK

 Bro, plz check for RC",2023-01-24 20:30,
115,Alauddin Vai,Thanks Bro...,,,2023-01-24 20:31,
116,Shifat,,Alauddin Vai,Thanks Bro...,2023-01-24 20:31,
117,Alauddin Vai,"@Md. Hasib Ur Rahman Bro, have alarm available in SEM ?",Shifat,"Dear vaia, Please have the findings:

DHSVRQ2 : Restored at 01/24/2023, 19:20:19
DHSVR98 : Restored at 01/24/2023, 19:19:41
DHSVRJ1 : Restored at 01/24/2023, 12:07:55
GPSDRD1 : Restored at 01/24/2023, 13:35:17",2023-01-24 20:32,
118,Md. Hasib Ur Rahman,Restored,Alauddin Vai,"@Md. Hasib Ur Rahman Bro, have alarm available in SEM ?",2023-01-24 20:37,
119,Md. Hasib Ur Rahman,"Close Notification:
6 2G, 4 3G & 6 4G Sites in Dhaka Outer  are up
Severity: C3
FT: 19:14_24/01
RT: 20:19_24/01
DUR: 01:05
POP: DHSVR40
Cause: Power issue at POP
Action: e.co team resolved the issue
Area: Savar
Unit: e.co
TT: INC000017940163",Md. Hasib Ur Rahman,"Incident Notification:
6 2G, 4 3G & 6 4G Sites in Dhaka Outer  are down
Severity: C3
FT: 19:14_24/01
ERT: 1 hr
POP: DHSVR40
Cause: Power issue at POP
Area: Savar
Unit: e.co
TT: INC000017940163",2023-01-24 20:54,
120,Arif RANFLS,"24-Jan'23@17:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-24 18:07,
121,Md. Hasib Ur Rahman,"Update of Site Down at 18:00 On 24-01-2023

Region: 2G/3G/4G
National: 56/36/59

DHK_M: 0/1/0
DHK_N: 9/6/13--------------Discrete
DHK_S: 1/2/2
DHK_O: 15/17/17--------------Discrete
CTG_M: 0/0/0
CTG_N: 2/0/2
CTG_S: 1/0/0
COM: 5/2/4
NOA: 3/0/3
SYL: 10/3/9--------------Discrete
MYM: 5/2/5
BAR: 1/1/1
KHL: 1/1/1
KUS: 3/1/2
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-24 18:09,
122,Alauddin Vai,Thanks a lot,Shifat,"Dear vaia, Please have the feedback: 

CXCKR24(Edotco): Restored at 01/24/2023, 17:06:19
CGFTK85(AT): Restored at 01/24/2023, 17:08:3. Was down due to power issue
BBNKC19(Edotco): found up
DHSVRJ0(AT): Restored at 01/24/2023, 13:16:38",2023-01-24 18:11,
123,Md. Hasib Ur Rahman,"Incident Notification:
7 2G, 4 3G & 9 4G Sites in Mymensingh are down
Severity: C3
FT: 18:07_24/01
ERT: 1hr
POP: MTBLK42
Cause: Suspecting power issue at POP
Area: Bhaluka & Gaffargaon
Unit: ULKA
TT: INC000017939728",,,2023-01-24 18:28,
124,Gowranggo Risi,"Network Update
18:00_24/01/2023

PDP SR found 100% in all UGWs except Dhaka3 vUGW04(76.32)

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report except Akhter& Pubile Mango for Facebook and  Akhter-Level3 for Facebook

No critical alarms found at PSA Report 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (11:50_24/01/23)",,,2023-01-24 18:29,
125,Md. Hasib Ur Rahman,"Incident Notification:
9 2G, 3 3G & 8 4G Sites in Sylhet are down
Severity: C3
FT: 18:47_24/01
ERT: 4 hrs
POP: BMSDR21
Cause: LAG Member Down at BMSDR21
Area: Bijoynagar
Unit: e.co
TT: INC000017940137",,,2023-01-24 19:04,
126,Md. Hasib Ur Rahman,"Update of Site Down at 19:00 On 24-01-2023

Region: 2G/3G/4G
National: 51/27/55

DHK_M: 0/1/0
DHK_N: 1/2/5
DHK_S: 1/1/2
DHK_O: 12/10/12---Discrete
CTG_M: 0/0/0
CTG_N: 2/0/2
CTG_S: 1/0/0
COM: 2/2/2
NOA: 6/2/6
SYL: 10/3/9-C3 Incident
MYM: 12/5/13-C3 Incident
BAR: 1/0/1
KHL: 1/1/1
KUS: 0/0/0
RAJ: 2/0/2
RANG: 0/0/0",,,2023-01-24 19:08,
127,Md. Hasib Ur Rahman,"Incident Notification:
6 2G, 4 3G & 6 4G Sites in Dhaka Outer  are down
Severity: C3
FT: 19:14_24/01
ERT: 1 hr
POP: DHSVR40
Cause: Power issue at POP
Area: Savar
Unit: e.co
TT: INC000017940163",,,2023-01-24 19:22,
128,Md. Hasib Ur Rahman,"Close Notification:
9 2G, 3 3G & 8 4G Sites in Sylhet are up
Severity: C3
FT: 18:47_24/01
RT: 19:24_24/01
DUR: 00:37
POP: BMSDR21
Cause: LAG Member Down at BMSDR21
Action: e.co team resolved the issue
Area: Bijoynagar
Unit: e.co
TT: INC000017940137",Md. Hasib Ur Rahman,"Incident Notification:
9 2G, 3 3G & 8 4G Sites in Sylhet are down
Severity: C3
FT: 18:47_24/01
ERT: 4 hrs
POP: BMSDR21
Cause: LAG Member Down at BMSDR21
Area: Bijoynagar
Unit: e.co
TT: INC000017940137",2023-01-24 19:32,
129,Gowranggo Risi,"Net Status 23-Jan,2023

VLR(A): 43.55M(+58.32K)
VLR(R): 45.25M(+47.73K)
HLR: 112.22M(+1.79K)

4G(A): 18.84M(+16.46K)
4G(R): 24.49M(+31.15K)
EL(WD): 5.89M(+206.16K)
ELSR: 98.09%(-0.49%)

Network Performance:
CSSR2G: 99.36%(+0.15%)
CDR2G: 0.39%(+0.01%)
CDR3G: 0.18%(+0%)
PSR: 94.62%(+0.08%)
LUSR: 98.86%(+0.04%)
MTCCR: 92.77%(+0.04%)
SMMTSR: 52.78%(+0.3%)

Traffic:
Voice:
2G(BH): 466.89K(-2.45K)
2G(WD): 4613.59K(-228.08K)
3G(BH): 270.43K(+0.04K)
3G(WD): 3170.64K(+14.86K)

Data:
GiDL(TP): 1313.95Gbps(+83.66Gbps)
GiDL(FNA): 512.99Gbps
GiDL(GGC): 254.73Gbps
GiDL(BDIX): 5.99Gbps
2G(WD): 12.04TB(-0.98TB)
3G(WD): 577.81TB(-0.9TB)
4G(WD): 7831.46TB(+19.51TB)
TotalData: 8421.32TB(+17.63TB)

SMS:
SMMT(WD): 14.89M(-730.62K)

IIG Peak Usage (Gbps) /Capacity (Gbps) /Uti (%)…",,,2023-01-24 19:33,Read more
130,Md. Hasib Ur Rahman,"Close Notification:
7 2G, 4 3G & 9 4G Sites in Mymensingh are up
Severity: C3
FT: 18:07_24/01
RT: 19:35_24/01
DUR: 01:28
POP: MYBLK42
Cause: Battery stolen at POP
Action: ULKA team resolved the issue by running DG
Area: Bhaluka & Gaffargaon
Unit: ULKA
TT: INC000017939728",Md. Hasib Ur Rahman,"Incident Notification:
7 2G, 4 3G & 9 4G Sites in Mymensingh are down
Severity: C3
FT: 18:07_24/01
ERT: 1hr
POP: MTBLK42
Cause: Suspecting power issue at POP
Area: Bhaluka & Gaffargaon
Unit: ULKA
TT: INC000017939728",2023-01-24 19:53,
131,Md. Hasib Ur Rahman,"Update of Site Down at 20:00 On 24-01-2023

Region: 2G/3G/4G
National: 37/25/37

DHK_M: 0/1/0
DHK_N: 4/3/6
DHK_S: 0/0/0
DHK_O: 13/13/14---Discrete
CTG_M: 0/0/0
CTG_N: 5/0/3
CTG_S: 1/0/0
COM: 2/2/2
NOA: 5/3/5
SYL: 0/0/0
MYM: 6/3/6
BAR: 1/0/1
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-24 20:11,
132,Alauddin Vai,"VIP sites update at 20:00 on 24-01-2023

2G:3
DHSVRQ2(Edotco): 19:25 24-01-23,Rose Dress
DHSVR98(Edotco): 19:15 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:34 24-01-23,YKK

3G:4
DHSVRQ2(Edotco): 19:21 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
GPSDRD1(Edotco): 13:42 24-01-23,IRIS FABRICS LTD
DHSVRJ1(AT): 12:03 24-01-23,YKK

4G:3
DHSVRQ2(Edotco): 19:14 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:03 24-01-23,YKK

@Shifat Bro, plz check for RC",,,2023-01-24 20:18,
133,Shifat,Checking vaia,Alauddin Vai,"VIP sites update at 20:00 on 24-01-2023

2G:3
DHSVRQ2(Edotco): 19:25 24-01-23,Rose Dress
DHSVR98(Edotco): 19:15 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:34 24-01-23,YKK

3G:4
DHSVRQ2(Edotco): 19:21 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
GPSDRD1(Edotco): 13:42 24-01-23,IRIS FABRICS LTD
DHSVRJ1(AT): 12:03 24-01-23,YKK

4G:3
DHSVRQ2(Edotco): 19:14 24-01-23,Rose Dress
DHSVR98(Edotco): 19:14 24-01-23,Euphoria Apparels Ltd_Repeater
DHSVRJ1(AT): 12:03 24-01-23,YKK

 Bro, plz check for RC",2023-01-24 20:18,
134,Md. Hasib Ur Rahman,"Update of Site Down at 17:00 On 24-01-2023

Region: 2G/3G/4G
National: 52/40/65

DHK_M: 0/1/1
DHK_N: 11/8/15___-Discrete
DHK_S: 1/2/2
DHK_O: 14/15/17___-Discrete
CTG_M: 0/0/0
CTG_N: 1/1/4
CTG_S: 7/4/8___-Discrete
COM: 6/1/5
NOA: 1/1/2
SYL: 2/0/2
MYM: 4/3/4
BAR: 2/2/2
KHL: 1/1/1
KUS: 2/1/2
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-24 17:05,
